TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
8853000000.0	245788001.5	230875353.0	261663884.5
8854000000.0	245789285.6	230876420.8	261665408.3
8855000000.0	245790569.4	230877488.3	261666931.8
8856000000.0	245791852.8	230878555.5	261668455.0
8857000000.0	245793136.1	230879622.6	261669977.9
8858000000.0	245794419.0	230880689.4	261671500.4
8859000000.0	245795701.7	230881756.0	261673022.6
8860000000.0	245796984.1	230882822.3	261674544.5
8861000000.0	245798266.2	230883888.4	261676066.1
8862000000.0	245799548.0	230884954.3	261677587.4
8863000000.0	245800829.6	230886020.0	261679108.3
8864000000.0	245802110.9	230887085.4	261680628.9
8865000000.0	245803391.9	230888150.6	261682149.2
8866000000.0	245804672.6	230889215.5	261683669.1
8867000000.0	245805953.1	230890280.3	261685188.7
8868000000.0	245807233.3	230891344.8	261686708.0
8869000000.0	245808513.2	230892409.0	261688227.0
8870000000.0	245809792.8	230893473.1	261689745.7
8871000000.0	245811072.2	230894536.9	261691264.0
8872000000.0	245812351.3	230895600.5	261692782.0
8873000000.0	245813630.1	230896663.8	261694299.7
8874000000.0	245814908.6	230897726.9	261695817.1
8875000000.0	245816186.9	230898789.8	261697334.2
8876000000.0	245817464.9	230899852.5	261698850.9
8877000000.0	245818742.6	230900914.9	261700367.3
8878000000.0	245820020.1	230901977.1	261701883.4
8879000000.0	245821297.3	230903039.0	261703399.1
8880000000.0	245822574.2	230904100.8	261704914.6
8881000000.0	245823850.8	230905162.3	261706429.7
8882000000.0	245825127.1	230906223.5	261707944.5
8883000000.0	245826403.2	230907284.6	261709459.0
8884000000.0	245827679.0	230908345.4	261710973.1
8885000000.0	245828954.6	230909406.0	261712486.9
8886000000.0	245830229.8	230910466.3	261714000.4
8887000000.0	245831504.8	230911526.5	261715513.6
8888000000.0	245832779.5	230912586.4	261717026.5
8889000000.0	245834054.0	230913646.0	261718539.0
8890000000.0	245835328.1	230914705.5	261720051.3
8891000000.0	245836602.0	230915764.7	261721563.2
8892000000.0	245837875.6	230916823.7	261723074.8
8893000000.0	245839149.0	230917882.4	261724586.0
8894000000.0	245840422.1	230918940.9	261726097.0
8895000000.0	245841694.9	230919999.2	261727607.6
8896000000.0	245842967.4	230921057.3	261729117.9
8897000000.0	245844239.7	230922115.1	261730627.9
8898000000.0	245845511.7	230923172.7	261732137.5
8899000000.0	245846783.4	230924230.1	261733646.9
8900000000.0	245848054.8	230925287.3	261735155.9
8901000000.0	245849326.0	230926344.2	261736664.6
8902000000.0	245850596.9	230927400.9	261738173.0
8903000000.0	245851867.5	230928457.3	261739681.1
8904000000.0	245853137.9	230929513.6	261741188.8
8905000000.0	245854408.0	230930569.6	261742696.2
8906000000.0	245855677.8	230931625.4	261744203.3
8907000000.0	245856947.4	230932680.9	261745710.1
8908000000.0	245858216.6	230933736.3	261747216.6
8909000000.0	245859485.6	230934791.3	261748722.8
8910000000.0	245860754.4	230935846.2	261750228.6
8911000000.0	245862022.8	230936900.9	261751734.1
8912000000.0	245863291.0	230937955.3	261753239.3
8913000000.0	245864558.9	230939009.5	261754744.2
8914000000.0	245865826.6	230940063.4	261756248.7
8915000000.0	245867094.0	230941117.2	261757753.0
8916000000.0	245868361.1	230942170.7	261759256.9
8917000000.0	245869627.9	230943223.9	261760760.5
8918000000.0	245870894.5	230944277.0	261762263.8
8919000000.0	245872160.8	230945329.8	261763766.7
8920000000.0	245873426.8	230946382.4	261765269.4
8921000000.0	245874692.6	230947434.8	261766771.7
8922000000.0	245875958.0	230948486.9	261768273.7
8923000000.0	245877223.3	230949538.8	261769775.4
8924000000.0	245878488.2	230950590.5	261771276.8
8925000000.0	245879752.9	230951642.0	261772777.9
8926000000.0	245881017.3	230952693.2	261774278.6
8927000000.0	245882281.4	230953744.2	261775779.0
8928000000.0	245883545.3	230954795.0	261777279.1
8929000000.0	245884808.9	230955845.6	261778778.9
8930000000.0	245886072.2	230956895.9	261780278.4
8931000000.0	245887335.3	230957946.0	261781777.6
8932000000.0	245888598.1	230958995.9	261783276.4
8933000000.0	245889860.6	230960045.5	261784775.0
8934000000.0	245891122.9	230961095.0	261786273.2
8935000000.0	245892384.8	230962144.2	261787771.1
8936000000.0	245893646.6	230963193.1	261789268.6
8937000000.0	245894908.0	230964241.9	261790765.9
8938000000.0	245896169.2	230965290.4	261792262.8
8939000000.0	245897430.1	230966338.7	261793759.5
8940000000.0	245898690.7	230967386.8	261795255.8
